6.749919999999999618e+02,8.576907845776332584e-01
6.794919999999999618e+02,8.962642681714174664e-01
6.839919999999999618e+02,9.037729990465156460e-01
6.884919999999999618e+02,8.824566787639777088e-01
6.929919999999999618e+02,8.695588415696942075e-01
6.974919999999999618e+02,9.085623284887637263e-01
7.019919999999999618e+02,9.903211253745991538e-01
7.019919999999999618e+02,9.903211253745991538e-01
7.064918333333332612e+02,1.135700100627851095e+00
7.109916666666666742e+02,1.157283687840281461e+00
7.154914999999999736e+02,1.179844153522805250e+00
7.199913333333332730e+02,1.211984409389225137e+00
7.244911666666666861e+02,1.233075381250975155e+00
7.289909999999999854e+02,1.233215796289589328e+00
7.289909999999999854e+02,1.233215796289589328e+00
7.334909999999999854e+02,1.244931203513528706e+00
7.379909999999999854e+02,1.242263060261861396e+00
7.424909999999999854e+02,1.207411102899808686e+00
7.469909999999999854e+02,1.146663734550925851e+00
7.514909999999999854e+02,1.081357340430151526e+00
7.559909999999999854e+02,1.033377384549829081e+00
7.559909999999999854e+02,1.033377384549829081e+00
7.604909999999999854e+02,9.830459227897030416e-01
7.649909999999999854e+02,9.647963226879079368e-01
7.694909999999999854e+02,9.617743671835690122e-01
7.739909999999999854e+02,9.689817903821086320e-01
7.784909999999999854e+02,9.820284938310046563e-01
7.829909999999999854e+02,1.027865960892960340e+00
7.829909999999999854e+02,1.027865960892960340e+00
7.874909999999999854e+02,1.093509496094367206e+00
7.919909999999999854e+02,1.136391873283882470e+00
7.964909999999999854e+02,1.141476968331711195e+00
8.009909999999999854e+02,1.126891876627089228e+00
8.054909999999999854e+02,1.096690074772922241e+00
8.099909999999999854e+02,1.090829587934448730e+00
8.099909999999999854e+02,1.090829587934448730e+00
8.144909999999999854e+02,1.074663670885298128e+00
8.189909999999999854e+02,1.070186773333089869e+00
8.234909999999999854e+02,1.079925428715322377e+00
8.279909999999999854e+02,1.151837635797319237e+00
8.324909999999999854e+02,1.211484364854011453e+00
8.369909999999999854e+02,1.223128370863481695e+00
8.369909999999999854e+02,1.223128370863481695e+00
8.414909999999999854e+02,1.150943031138091044e+00
8.459909999999999854e+02,1.175672072420443914e+00
8.504909999999999854e+02,1.188286702081083668e+00
8.549909999999999854e+02,1.135293709597382295e+00
8.594909999999999854e+02,1.116547864547546176e+00
8.639909999999999854e+02,1.116765144805541121e+00
8.639909999999999854e+02,1.116765144805541121e+00
8.673658749999999600e+02,1.199084859569361727e+00
8.707407499999999345e+02,1.181593474641162489e+00
8.741156250000000227e+02,1.203043943730093934e+00
8.774904999999999973e+02,1.207342093263746641e+00
8.808653749999999718e+02,1.243101750822125373e+00
8.842402500000000600e+02,1.164148136269747669e+00
8.876151250000000346e+02,1.143298331542114354e+00
8.909900000000000091e+02,1.137735848936526573e+00
8.909900000000000091e+02,1.137735848936526573e+00
8.954900000000000091e+02,1.127550000292929511e+00
8.999900000000000091e+02,1.149679747819533748e+00
9.044900000000000091e+02,1.151121428762138521e+00
9.089900000000000091e+02,1.067746289775729496e+00
9.134900000000000091e+02,1.021145872603105964e+00
9.179900000000000091e+02,9.834396020259443816e-01
9.179900000000000091e+02,9.834396020259443816e-01
9.226186000000000149e+02,9.670698066099399082e-01
9.272472000000000207e+02,9.512296075731672129e-01
9.318758000000000266e+02,9.280919370710678518e-01
9.365044000000000324e+02,9.333706721728709521e-01
9.411330000000000382e+02,9.316005006925370813e-01
9.411330000000000382e+02,9.316005006925370813e-01
9.456330000000000382e+02,9.297073712510653953e-01
